name;ep;watch;desc;deets;lat;lng;hulu
New Possibilities in Krakow;Season: 135 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/new-possibilities-in-krakow target="_blank">Watch on HGTV GO</a>";A couple is trading their career-oriented lives in Nevada for culture-filled city lives in Krakow, Poland. While they want to live as close to the city's Old Town as possible, finding a home that checks all the boxes on their wish list -- including a parking space for their car -- proves difficult in the city center.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/new-possibilities-in-krakow target="_blank">here</a> for episode details.";50.0619474;19.9368564;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d128
A Crossroads in Luxembourg;Season: 133 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-crossroads-in-luxembourg target="_blank">Watch on HGTV GO</a>";Two Denver parents jump at the opportunity to take a job offer in Luxembourg so they can expose their son to a wide world of art and culture. Dad is excited to live in Luxembourg's striking countryside, but with no work visa Mom's on a mission to push him closer to central Luxemborg. At the end of the day they'll have to agree on the option that's best for their son.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/adulthood-adventure-in-madrid target="_blank">here</a> for episode details.";49.8158683;6.1296751;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d126
A Three-Country Tour;Season: 134 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-three-country-tour target="_blank">Watch on HGTV GO</a>";After a lifetime in small-town America, Cort took a big step by applying for a new position abroad. Now he and his family are headed to Luxembourg for a bold adventure. The tiny country that borders Germany and France has everything to offer, but the higher cost of living may literally drive Cort and his family out of the country to find a place to live.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-three-country-tour target="_blank">here</a> for episode details.";49.6112768;6.129799;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d125
A Learning Experience in Luxembourg City;Season: 155 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-learning-experience-in-luxembourg-city target="_blank">Watch on HGTV GO</a>";A couple is taking advantage of a teaching sabbatical to give their kids the same international experiences they had. Moving to Luxembourg City is already a big adjustment, but navigating with three kids under six may be the true lesson.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-learning-experience-in-luxembourg-city target="_blank">here</a> for episode details.";49.6112768;6.129799;
Haunting in Kaiserslautern, Germany;Season: 133 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/haunting-in-kaiserslautern-germany target="_blank">Watch on HGTV GO</a>";A military family is moving to Kaiserslautern, Germany, and need a large home. They know European houses are usually smaller, but she is determined to find an old house with quintessential German charm. He's dreadfully afraid of ghosts, though, and convinced that old German houses will have old German secrets.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/haunting-in-kaiserslautern-germany target="_blank">here</a> for episode details.";49.4432174;7.7689951;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d123
Family Time in Kaiserslautern;Season: 137 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/family-time-in-kaiserslautern target="_blank">Watch on HGTV GO</a>";A couple with three kids jumps on the opportunity to move abroad after a job offer in Germany arises. His dream is a short commute in Kaiserslautern, but her wish for a great neighborhood may put him on the Autobahn more than he desires.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/family-time-in-kaiserslautern target="_blank">here</a> for episode details.";49.4432174;7.7689951;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d124
City Maus, Country Haus;Season: 120 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/city-maus-country-haus target="_blank">Watch on HGTV GO</a>";A family takes advantage of a position with the military to move to Kaiserslautern, Germany. To ease the transition, mom seeks out a perfect home in the country with a yard for the kids, but dad would like to live near all that the city has to offer.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/city-maus-country-haus target="_blank">here</a> for episode details.";49.4432174;7.7689951;
Just Czech-ing in on Brno, Czech Republic;Season: 130r1r Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/just-czech-ing-in-on-brno-czech-republic target="_blank">Watch on HGTV GO</a>";Mike convinced Kathy to ditch her turnkey dreams for a renovation project in Brno, Czech Republic, before the birth of their third child. Four years later, their home, their family and their relationship have all changed beyond recognition.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/just-czech-ing-in-on-brno-czech-republic target="_blank">here</a> for episode details.";49.1922443;16.6113382;
From Vancouver to the Vineyards of Epernay, France;Season: 145 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/from-vancouver-to-the-vineyards-of-epernay-france target="_blank">Watch on HGTV GO</a>";A wine connoisseur moves with her family to Epernay, France, in the heart of the Champagne region. They consider the options between the sprawling vineyard countryside and the bustling town center, but there's no easy answer as they decide what's best for their 8-year-old daughter.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/from-vancouver-to-the-vineyards-of-epernay-france target="_blank">here</a> for episode details.";49.042561;3.9528655;
A Fresh Start in Germany;Season: 139 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/a-fresh-start-in-germany target="_blank">Watch on HGTV GO</a>";A man follows in his globetrotting military family's footsteps with a move to Regensburg, Germany. His best friend will be by his side to help him find the right house but it's a tall order for the young bachelor who has shipped his beloved car from the United States and has a profound dislike for one of Bavarian Germany's main building features -- wood!;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/a-fresh-start-in-germany target="_blank">here</a> for episode details.";49.0195333;12.0974869;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d122
Sing It Out in Karlsruhe, Germany;Season: 129 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/sing-it-out-in-karlsruhe-germany target="_blank">Watch on HGTV GO</a>";After years of being in a long-distance relationship, professional opera singers Nick and Jen have finally found a city they can both work in. The birth of their daughter has shifted their perspective, and being together in one place has become a family priority. Karlsruhe, Germany, has an opera company for Nick and a central location for Jen, who regularly commutes around Europe as a guest singer. The city may be middle ground, but it's a small town for two huge personalities, and there will be drama -- and even singing -- before they agree on an apartment.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/sing-it-out-in-karlsruhe-germany target="_blank">here</a> for episode details.";49.0068705;8.4034195;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d121
Next Adventure in France;Season: 123 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/next-adventure-in-france target="_blank">Watch on HGTV GO</a>";A family that's flourished in London is following a job to Maisons-Laffitte, France, right outside of Paris. The couple has their work cut out for them to find a home on one income while keeping their teenage daughter happy.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/next-adventure-in-france target="_blank">here</a> for episode details.";48.9461437;2.1450951;
Paris By the Books;Season: 129 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/paris-by-the-books target="_blank">Watch on HGTV GO</a>";Cristina is leaving Boston to complete her degree in international law, and her mom is tagging along to help her find a place and settle into a new life in Paris. Cristina's priorities revolve around how best to do her work, but her mom is encouraging her daughter to let her hair down a little in a role reversal that's almost as dramatic as the City of Lights itself.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/paris-by-the-books target="_blank">here</a> for episode details.";48.8566969;2.3514616;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d118
The Good Life in Paris;Season: 140 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/the-good-life-in-paris target="_blank">Watch on HGTV GO</a>";A woman is ready to pack up and move to Paris, France -- a dream she's had ever since visiting the Marais neighborhood as an exchange student years ago. She's bringing along a good friend who tries to keep her grounded but injecting practicality may be difficult as she decides between the perfect neighborhood and the perfect space.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/the-good-life-in-paris target="_blank">here</a> for episode details.";48.8566969;2.3514616;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d119
